id,sequence,year,type,social_event,title,date,time,organization,subject1,subject2,keywords
A030A,535,2008,Allied Organization,,Cognitive Approaches to Cervantes,29-DEC-08,12:00 noon+1:15 p.m.,Cervantes Society of America,Spanish Literature,Medieval and Renaissance,
A031A,489,2008,Allied Organization,,Children's Literature and the Legal System,29-DEC-08,10:15+11:30 a.m.,Children's Literature Association,General Literature,Children's Literature,
B009A,594,2008,Affliate Organization,,Editing Spaces in the Known and Unknown Worlds,29-DEC-08,1:45+3:00 p.m.,,,,
A031B,78,2008,Allied Organization,,Children's Literature and Disability,27-DEC-08,5:15+6:30 p.m.,Children's Literature Association,General Literature,Children's Literature,
A036A,94,2008,Allied Organization,,Conrad's Haunted Imagination,27-DEC-08,5:15+6:30 p.m.,Joseph Conrad Society of America,British Literature,Twentieth Century,
A029B,353,2008,Allied Organization,,Byron and/as/in Popular Culture: A Conversation with Benjamin Markovits,28-DEC-08,3:30+4:45 p.m.,Byron Society of America,British Literature,Nineteenth Century,
A026B,24,2008,Allied Organization,,_The Door_ and Other Atwoodian Spaces,27-DEC-08,3:30+4:45 p.m.,Margaret Atwood Society,Other Literature in English,Canadian,
A033A,93,2008,Allied Organization,,The Capstone Project: Designing the Senior Experience for English Majors,27-DEC-08,5:15+6:30 p.m.,College English Association,The Profession,English and American,
M024C,682,2008,MLA Organization,,Be Bold! Ideas for Change in the Major in English and Other Languages: The Report of the MLA Teagle Working Group,29-DEC-08,7:15+8:30 p.m.,,,,
A073B,268,2008,Allied Organization,,Richard Wright in the Twenty-First Century: A Roundtable,28-DEC-08,12:00 noon+1:15 p.m.,MELUS: The Society for the Study of the Multi-Ethnic Literature of the United States,American Literature,General,
A037A,92,2008,Allied Organization,,What Is a Scholarly Journal? Identity Issues in Our Digital Age,27-DEC-08,5:15+6:30 p.m.,Council of Editors of Learned Journals,The Profession,Publishing and Editing,
A037B,618,2008,Allied Organization,,Roundtable: What Is a Scholarly Journal? Identity Issues in Our Digital Age,29-DEC-08,3:30+4:45 p.m.,Council of Editors of Learned Journals,The Profession,Publishing and Editing,
A017B,23,2008,Allied Organization,,Staging Postmodernity: Embodiment,27-DEC-08,3:30+4:45 p.m.,American Theatre and Drama Society,General Literature,Drama,
A040A,267,2008,Allied Organization,,The Winter Meeting of the Dante Society of America,28-DEC-08,12:00 noon+1:15 p.m.,,,,
W001A,320,2008,Forum Linked Session,,Biocultures: Closing the Science-Humanities Gap,28-DEC-08,1:45+3:00 p.m.,,,,
W001B,488,2008,Forum Linked Session,,"Why Study Literature in School and College, and How Do We Judge Good Reading?",29-DEC-08,10:15+11:30 a.m.,,,,
M024E,170,2008,MLA Organization,,"Language, Identity, and War: The Return of the Ritchie Boys",28-DEC-08,8:30+9:45 a.m.,,,,
F004,332,2008,Forum,,Mo Yan and the Reemergence of Literary Independence in Post-Mao China,28-DEC-08,3:30+5:15 p.m.,,,,
W004A,409,2008,Forum Linked Session,,Translating Mo Yan,28-DEC-08,7:15+8:30 p.m.,,,,
W004B,487,2008,Forum Linked Session,,"Comedy, Carnival, and Consanguinity in the Fiction of Mo Yan",29-DEC-08,10:15+11:30 a.m.,,,,
M033D,,2008,MLA Organization,,Graduate Student Breakfast,29-DEC-08,8:00+9:30 a.m.,Committee on the Status of Graduate Students in the Profession,The Profession,General,
S057,543,2008,Special Session,,The Library of Google: Researching Scanned Books,29-DEC-08,12:00 noon+1:15 p.m.,,,,
S060,129,2008,Special Session,,Human Rights and the Photographic Essay,27-DEC-08,7:00+8:15 p.m.,,,,
S711,150,2008,Special Session,,Pragmatism and American Fiction,27-DEC-08,8:45+10:00 p.m.,,,,
S067,361,2008,Special Session,,Mobbing in the Academy: An Introduction,28-DEC-08,3:30+4:45 p.m.,,,,
S712,360,2008,Special Session,,_Smart People_: Professing Literature in Contemporary American Film,28-DEC-08,3:30+4:45 p.m.,,,,
S701,149,2008,Special Session,,Cultures of Poverty,27-DEC-08,8:45+10:00 p.m.,,,,
S753,744,2008,Special Session,,"Reconceptualizing Late Modernist American Poetry: The New Biographies of Guy Davenport, James Laughlin, Kenneth Rexroth, and Louis Zukofsky",30-DEC-08,8:30+9:45 a.m.,,,,
S703,719,2008,Special Session,,Bodies and Borders in the Atomic West,29-DEC-08,9:00+10:15 p.m.,,,,
S779,606,2008,Special Session,,Modernism and Californian Literatures of the Environment,29-DEC-08,3:30+4:45 p.m.,,,,
S175,689,2008,Special Session,,The Dilemma of Critical Pedagogy: Countering the Bias of Business as Usual,29-DEC-08,7:15+8:30 p.m.,,,,
S772,128,2008,Special Session,,Torture and Interrogation,27-DEC-08,7:00+8:15 p.m.,,,,
S411,127,2008,Special Session,,Spanish for Business and the Professions: A Workshop,27-DEC-08,7:00+8:15 p.m.,,,,
S001,126,2008,Special Session,,Unconscious Communication and the Logic of Sequence in Psychoanalysis: A Colloquy with Christopher Bollas,27-DEC-08,7:00+8:15 p.m.,,,,
S620,125,2008,Special Session,,Postcolonial Histories and Intertextuality in Junot Díaz's _The Brief Wondrous Life of Oscar Wao_,27-DEC-08,7:00+8:15 p.m.,,,,
S086,542,2008,Special Session,,Novel Forms of Victorian Consciousness,29-DEC-08,12:00 noon+1:15 p.m.,,,,
S623,218,2008,Special Session,,Undoing Heterosexuality: Rethinking Marriage in the _Canterbury Tales_,28-DEC-08,10:15+11:30 a.m.,,,,
S765,779,2008,Special Session,,"Aestheticism and Politics: Rossetti, Pater, Wilde",30-DEC-08,10:15+11:30 a.m.,,,,
S769,718,2008,Special Session,,"Re-forming Queer Asian American Subjects: Transnational Crossings, Literary Experiments",29-DEC-08,9:00+10:15 p.m.,,,,
S764,401,2008,Special Session,,"Teaching Narrative Ethics; or, Narrative as Art versus Narrative as Argument",28-DEC-08,7:15+8:30 p.m.,,,,
S751,743,2008,Special Session,,African American Children's Literature,30-DEC-08,8:30+9:45 a.m.,,,,
S735,400,2008,Special Session,,American Literature of the Southeast Asian Diaspora,28-DEC-08,7:15+8:30 p.m.,,,,
S743,581,2008,Special Session,,Shaw and His Contemporaries,29-DEC-08,1:45+3:00 p.m.,,,,
S768,399,2008,Special Session,,Arthurian Temporalities,28-DEC-08,7:15+8:30 p.m.,,,,
S608,688,2008,Special Session,,Reckless Daughter: Some Perspectives on Joni Mitchell,29-DEC-08,7:15+8:30 p.m.,,,,
S760,580,2008,Special Session,,"Shakespeare's Polite Fictions: Civility and Ideology in _Macbeth_, _Hamlet_, and the First Henriad",29-DEC-08,1:45+3:00 p.m.,,,,
S781,792,2008,Special Session,,"Three Biographies: Saul Bellow, Bernard Malamud, and Isaac Rosenfeld",30-DEC-08,12:00 noon+1:15 p.m.,,,,
S710,717,2008,Special Session,,Privacy and Disorder in the Nineteenth-Century United States: A Roundtable on Consequences,29-DEC-08,9:00+10:15 p.m.,,,,
S759,716,2008,Special Session,,The FBI Files on Modernism,29-DEC-08,9:00+10:15 p.m.,,,,
A060C,513,2008,Allied Organization,Y,Luncheon and Business Meeting Arranged by the International Spenser Society,29-DEC-08,12:00 noon,International Spenser Society,British Literature,Renaissance and Elizabethan,
M050B,225,2008,MLA Organization,,To Read or Not to Read: A Question of National Consequence,28-DEC-08,10:15+11:30 a.m.,Office of Research,The Profession,General,
S754,534,2008,Special Session,,"Black Feminist Criticism Today: New Texts, Different Contexts",29-DEC-08,12:00 noon+1:15 p.m.,,,,
S630,408,2008,Special Session,,Bob Dylan's California,28-DEC-08,7:15+8:30 p.m.,,,,
D045B,434,2008,Division,,Investigating Language Change: Corpora and Databases,29-DEC-08,8:30+9:45 a.m.,Language Change,Linguistics,General,
D031B,137,2008,Division,,Dance Revolution,27-DEC-08,8:45+10:00 p.m.,Late-Nineteenth- and Early-Twentieth-Century English Literature,British Literature,General,
D030A,303,2008,Division,,"Rule, Britannia!",28-DEC-08,1:45+3:00 p.m.,the Victorian Period,British Literature,Nineteenth Century/Victorian,
D046A,599,2008,Division,,Editorial Futures,29-DEC-08,1:45+3:00 p.m.,Methods of Literary Research,The Profession,Research and Bibliography,
G016,200,2008,Discussion Group,,Romanticism and Postmodernism,28-DEC-08,8:30+9:45 a.m.,Hungarian Literature,Other Literatures,Hungarian,
G046,665,2008,Discussion Group,,Facilitating the Needs of Honors Students at Two-Year Colleges: The Challenge and the Success,29-DEC-08,7:15+8:30 p.m.,the Two-Year College,General Literature,Nonfictional Prose,
D023C,598,2008,Division,,Chaucer's Beasts,29-DEC-08,1:45+3:00 p.m.,Chaucer,British Literature,Old and Middle English,
D009A,241,2008,Division,,Cinema Politica,28-DEC-08,10:15+11:30 a.m.,Film,General Literature,"Film, Television, and Other Media",
D061C,240,2008,Division,,The Global versus the National,28-DEC-08,10:15+11:30 a.m.,Twentieth-Century German Literature,German Literature,Twentieth Century,
D045C,130,2008,Division,,Language Contact and Language Change,27-DEC-08,7:00+8:15 p.m.,Language Change,Linguistics,General,
D060A,162,2008,Division,,The Sound of Change:  New Sounds of and in Literature,27-DEC-08,8:45+10:00 p.m.,Nineteenth- and Early-Twentieth-Century German Literature,German Literature,Nineteenth and Early Twentieth Centuries,
D043B,697,2008,Division,,Analyzing Discourse: Theories and Applications,29-DEC-08,7:15+8:30 p.m.,Language Theory,Linguistics,General,
D002A,111,2008,Division,,Allegories of Ovid in Early Modern Europe,27-DEC-08,7:00+8:15 p.m.,Comparative Studies in Renaissance and Baroque Literature,Comparative Literature,Medieval and Renaissance,
D002B,282,2008,Division,,New Approaches to Festivals in Europe and the Americas,28-DEC-08,12:00 noon+1:15 p.m.,Comparative Studies in Renaissance and Baroque Literature,Comparative Literature,Medieval and Renaissance,
D041B,635,2008,Division,,Art and _Second Life_,29-DEC-08,3:30+4:45 p.m.,Literature and Other Arts,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",
D077A,302,2008,Division,,Borders of Genre: Travel Writing and Autobiography,28-DEC-08,1:45+3:00 p.m.,"Autobiography, Biography, and Life Writing",General Literature,Nonfictional Prose,
D077B,110,2008,Division,,Self-Experimentation and Autobiography,27-DEC-08,7:00+8:15 p.m.,"Autobiography, Biography, and Life Writing",General Literature,Nonfictional Prose,
D077C,597,2008,Division,,First-Person Graphic,29-DEC-08,1:45+3:00 p.m.,"Autobiography, Biography, and Life Writing",General Literature,Nonfictional Prose,
D056B,634,2008,Division,,Visions of the Pacific Rim,29-DEC-08,3:30+4:45 p.m.,Twentieth-Century French Literature,French Literature,Twentieth Century,
D033B,348,2008,Division,,Diasporic Voices in English Literature,28-DEC-08,3:30+4:45 p.m.,,,,
D057C,666,2008,Division,,Qu'est-ce que la littérature-monde?,29-DEC-08,7:15+8:30 p.m.,Francophone Literatures and Cultures,Francophone Literature,General,
D056C,784,2008,Division,,La ruée vers la Californie,30-DEC-08,10:15+11:30 a.m.,Twentieth-Century French Literature,French Literature,Twentieth Century,
D028C,783,2008,Division,,Global Cities,30-DEC-08,10:15+11:30 a.m.,Late-Eighteenth-Century English Literature,British Literature,Late Eighteenth Century,
D008A,301,2008,Division,,"Drama/Performance and the Scene of Translation: The Pragmatics and Poetics of Translation in Print, on Stage, in Cyberspace",28-DEC-08,1:45+3:00 p.m.,Drama,General Literature,Drama,
D067B,652,2008,Division,Y,Cash Bar Arranged by the Division on Spanish Medieval Language and Literature,29-DEC-08,5:15+6:30 p.m.,Spanish Medieval Language and Literature,Spanish Literature,Medieval and Renaissance,
D071A,660,2008,Division,Y,"Cash Bar, Dinner, and Comediantes Banquet Arranged by the Division on Sixteenth- and Seventeenth-Century Spanish Drama",29-DEC-08,6:30 p.m.,Sixteenth- and Seventeenth-Century Spanish Drama,Spanish Literature,Before 1700/Drama,
A036B,658,2008,Allied Organization,Y,"Cash Bar, Dinner, and Business Meeting Arranged by the Joseph Conrad Society of America",29-DEC-08,6:00 p.m.,Joseph Conrad Society of America,British Literature,Twentieth Century,
D068C,570,2008,Division,,Empire under Scrutiny,29-DEC-08,1:45+3:00 p.m.,Sixteenth- and Seventeenth-Century Spanish Poetry and Prose,Spanish Literature,Before 1700,
D009C,673,2008,Division,,Expanded Cinema Today,29-DEC-08,7:15+8:30 p.m.,Film,General Literature,"Film, Television, and Other Media",
D084A,382,2008,Division,Y,Cash Bar Arranged by the Division on Chicana and Chicano Literature,28-DEC-08,5:15+6:30 p.m.,Chicana and Chicano Literature,American Literature,General/Hispanic and Chicano,
C019,650,2008,Cash Bar,Y,Cash Bar Arranged by _a/b: Auto/Biography Studies_,29-DEC-08,5:15+6:30 p.m.,,,,
A074B,659,2008,Allied Organization,Y,Cash Bar and Dinner Arranged by the Melville Society,29-DEC-08,6:00 p.m.,Melville Society,American Literature,Before 1900,
M004D,,2008,MLA Organization,,CSWP Breakfast,28-DEC-08,7:30+9:00 a.m.,Committee on the Status of Women in the Profession,The Profession,General/Feminist,
M024F,421,2008,MLA Organization,,Digital Immigrants Teaching Digital Natives,28-DEC-08,7:15+8:30 p.m.,,,,
L001A,339,2008,American Literature Section,,Provocations,28-DEC-08,3:30+4:45 p.m.,,,,
L001B,672,2008,American Literature Section,,Where Is the Archive?,29-DEC-08,7:15+8:30 p.m.,,,,
L001C,381,2008,American Literature Section,Y,Cash Bar and Awards Ceremony  Arranged by the American Literature Section,28-DEC-08,5:15+6:30 p.m.,,,,
M001D,,2008,MLA Organization,,ADE Breakfast Meeting,30-DEC-08,7:30+10:30 a.m.,Association of Departments of English,The Profession,English and American,
C055,380,2008,Cash Bar,Y,Cash Bar and Reception Arranged by the School of Criticism and Theory,28-DEC-08,5:15+6:30 p.m.,,,,
D008B,420,2008,Division,,Drama/Performance and the Scene of Translation: Translation as Intervention,28-DEC-08,7:15+8:30 p.m.,Drama,General Literature,Drama,
D021B,626,2008,Division,,_Beowulf_ in the Dark,29-DEC-08,3:30+4:45 p.m.,Old English Language and Literature,British Literature,Old and Middle English,
D008C,671,2008,Division,,Drama/Performance and the Scene of Translation: Translation and the Migrating Text,29-DEC-08,7:15+8:30 p.m.,Drama,General Literature,Drama,
D036C,736,2008,Division,,Linguistics and Literature: Marriage of Like Minds or Shotgun Wedding?,30-DEC-08,8:30+9:45 a.m.,Linguistic Approaches to Literature,Linguistics,General,
D014B,712,2008,Division,,"Theory, Religion, and Literature",29-DEC-08,9:00+10:15 p.m.,Literary Criticism,General Literature,Literary Criticism and Theory,
D082B,569,2008,Division,,Asian American Performance Art,29-DEC-08,1:45+3:00 p.m.,Asian American Literature,American Literature,General/Asian,
D040C,296,2008,Division,,Our Energy Futures,28-DEC-08,1:45+3:00 p.m.,Sociological Approaches to Literature,General Literature,Literary Criticism and Theory,
D057A,735,2008,Division,,Nouvelles Francophonies,30-DEC-08,8:30+9:45 a.m.,Francophone Literatures and Cultures,Francophone Literature,General,
D001C,206,2008,Division,,Semitic/Romance,28-DEC-08,10:15+11:30 a.m.,Comparative Studies in Medieval Literature,Comparative Literature,Medieval and Renaissance,
D057B,295,2008,Division,,"Et la poésie, alors?",28-DEC-08,1:45+3:00 p.m.,Francophone Literatures and Cultures,Francophone Literature,General,
D048C,144,2008,Division,,Anthologies and the Construction of Pedagogical Canons,27-DEC-08,8:45+10:00 p.m.,the Teaching of Literature,The Teaching of Language and Literature,General,
D085B,670,2008,Division,,Globalizing Disability,29-DEC-08,7:15+8:30 p.m.,Disability Studies,General Literature,Literary Criticism and Theory,
S625,310,2008,Special Session,,Hitchcock's _Vertigo_ at Fifty: What We Make of It Now,28-DEC-08,1:45+3:00 p.m.,,,,
S626,778,2008,Special Session,,"""Lycidas""",30-DEC-08,10:15+11:30 a.m.,,,,
D039C,782,2008,Division,,"Literature and Religion at ""34"": Then, Now, and Next",30-DEC-08,10:15+11:30 a.m.,Literature and Religion,General Literature,Literary Criticism and Theory,
D049C,752,2008,Division,,Composition Studies: Where Is the Discipline? Where Is It Going?,30-DEC-08,8:30+9:45 a.m.,the Teaching of Writing,The Teaching of Language and Literature,English and American/Writing,
M023B,469,2008,MLA Organization,,Academic Freedom?,29-DEC-08,8:30+9:45 a.m.,Delegate Assembly Organizing Committee,The Profession,General,
M007A,532,2008,MLA Organization,,New Subjects of Race,29-DEC-08,12:00 noon+1:15 p.m.,Committee on the Literatures of People of Color in the United States and Canada,American Literature,General,
S720,169,2008,Special Session,,"The Glorious Empire of the Turks, the Present Terror of the World: Islamophilia and Islamophobia in Early Modern English Texts",28-DEC-08,8:30+9:45 a.m.,,,,
S737,444,2008,Special Session,,Rethinking Climate and Embodiment in British Literature,29-DEC-08,8:30+9:45 a.m.,,,,
S722,764,2008,Special Session,,"Nothing and No Thing in Shakespeare, Spenser, and Jonson",30-DEC-08,10:15+11:30 a.m.,,,,
S167,763,2008,Special Session,,Traces: European Studies and the New Global Humanities,30-DEC-08,10:15+11:30 a.m.,,,,
S624,533,2008,Special Session,,"Under the Wire, against the Game: Narrative Strategies and Generic Innovation in David Simon's _The Wire_",29-DEC-08,12:00 noon+1:15 p.m.,,,,
S726,593,2008,Special Session,,Transgression in the New Narrative,29-DEC-08,1:45+3:00 p.m.,,,,
S729,704,2008,Special Session,,Penguin Publishing and British Culture: The Legacy of Allen Lane,29-DEC-08,9:00+10:15 p.m.,,,,
S742,509,2008,Special Session,,Politics and South African Film: An Audience Interactive Discussion,29-DEC-08,10:15+11:30 a.m.,,,,
S744,460,2008,Special Session,,"""This Is Not a Story to Pass On"": Reading Ernest Gaines and Toni Morrison Comparatively",29-DEC-08,8:30+9:45 a.m.,,,,
S757,762,2008,Special Session,,Transformations and Metamorphoses: A Session in Honor of Diane Middlebrook,30-DEC-08,10:15+11:30 a.m.,,,,
S733,550,2008,Special Session,,"Composing and Decomposing the Nation: Literature, Cinema, and the Exigent Nation-State in India",29-DEC-08,12:00 noon+1:15 p.m.,,,,
S750,794,2008,Special Session,,"""The Whole of It Came Not at Once--"": Emily Dickinson's Influence on Hart Crane, Elizabeth Bishop, and Jorie Graham",30-DEC-08,12:00 noon+1:15 p.m.,,,,
S782,459,2008,Special Session,,"""Money Is a Form of Poetry"": Twentieth-Century American Poetry and Finance",29-DEC-08,8:30+9:45 a.m.,,,,
F003,163,2008,Forum,,Scholarly Editing in the Twenty-First Century: Digital Media and Editing,28-DEC-08,8:30+10:15 a.m.,,,,
W003A,549,2008,Forum Linked Session,,Our Affection for Books,29-DEC-08,12:00 noon+1:15 p.m.,,,,
W003B,617,2008,Forum Linked Session,,Editing Manuscripts in Digital and Print Forms,29-DEC-08,3:30+4:45 p.m.,,,,
S758,407,2008,Special Session,,_When Lincoln Paid_: The Reintroduction of a Forgotten Film,28-DEC-08,7:15+8:30 p.m.,,,,
M023D,319,2008,MLA Organization,,Open Hearing of the MLA Delegate Assembly,28-DEC-08,1:45+3:00 p.m.,Delegate Assembly Organizing Committee,The Profession,General,
M023E,,2008,MLA Organization,,Closed Meeting of the Delegate Assembly Organizing Committee,28-DEC-08,3:30+5:15 p.m.,Delegate Assembly Organizing Committee,The Profession,General,
M025C,116,2008,MLA Organization,,New Subjects in and beyond the Classroom,27-DEC-08,7:00+8:15 p.m.,Executive Council,The Profession,General,
M038B,592,2008,MLA Organization,,The Good Web: A Workshop in Teaching Your Students How to Evaluate Web Resources,29-DEC-08,1:45+3:00 p.m.,Ad Hoc Committee on the Structure of the Annual Convention,The Profession,General,
S166,591,2008,Special Session,,"Writing out of Limbo: International Childhoods, Third-Culture Kids, and Finding the Words to Tell about Them",29-DEC-08,1:45+3:00 p.m.,,,,
E005,375,2008,Special Event,,A Screening of _When Lincoln Paid_,28-DEC-08,5:15+6:30 p.m.,,,,
S766,495,2008,Special Session,,Postwar Technologies of Canonization: Addressing the High-Low Divide,29-DEC-08,10:15+11:30 a.m.,,,,
S627,309,2008,Special Session,,"Liturgy, Literacy, and the Literary:  Katherine Zieman's _Singing the New Song_",28-DEC-08,1:45+3:00 p.m.,,,,
S745,148,2008,Special Session,,Rethinking Regency Literature: A Question of Periodization,27-DEC-08,8:45+10:00 p.m.,,,,
S736,147,2008,Special Session,,"San Francisco's Imaginary Topography in the Archives of Helen Adam, George Oppen, and James Broughton",27-DEC-08,8:45+10:00 p.m.,,,,
D054A,124,2008,Division,,Enlightenment Myths,27-DEC-08,7:00+8:15 p.m.,Eighteenth-Century French Literature,French Literature,Eighteenth and Nineteenth Centuries,
D056A,261,2008,Division,,Définitions du Français à l'ère de Sarkozy et son rapport à la francophonie,28-DEC-08,12:00 noon+1:15 p.m.,Twentieth-Century French Literature,French Literature,Twentieth Century,
D052B,184,2008,Division,,Celebrating Du Bellay's Rome (1558+2008),28-DEC-08,8:30+9:45 a.m.,Sixteenth-Century French Literature,French Literature,Medieval and Renaissance,
S312,791,2008,Special Session,,Contemporary Perspectives on Robbe-Grillet: Le nouveau roman à 50 ans,30-DEC-08,12:00 noon+1:15 p.m.,,,,
S424,260,2008,Special Session,,Confronting Female and Male Same-Sex Desire in Early Modern France,28-DEC-08,12:00 noon+1:15 p.m.,,,,
A079A,579,2008,Allied Organization,,Business Meeting of the North American Heine Society,29-DEC-08,1:45+3:00 p.m.,North American Heine Society,German Literature,Nineteenth and Early Twentieth Centuries,
D058B,578,2008,Division,,"The Form of the World: Site, Sound, and Symbol in Premodern German Literature",29-DEC-08,1:45+3:00 p.m.,German Literature to 1700,German Literature,Before 1700,
D059B,438,2008,Division,,Interiors and Exteriors: Questioning Exteriors,29-DEC-08,8:30+9:45 a.m.,Eighteenth- and Early-Nineteenth-Century German Literature,German Literature,Eighteenth and Early Nineteenth Centuries,
A068B,605,2008,Allied Organization,,Lessing's Orient,29-DEC-08,3:30+4:45 p.m.,G. E. Lessing Society,German Literature,Eighteenth and Early Nineteenth Centuries,
G005,687,2008,Discussion Group,,"Oppositional Politics, Avant-Garde Poetics, Canada",29-DEC-08,7:15+8:30 p.m.,Canadian Literature in English,Other Literature in English,Canadian,
A111A,196,2008,Allied Organization,,Romanticism and Comparative Literature: Institutional and Phantasmatic Intersections,28-DEC-08,8:30+9:45 a.m.,,,,
D003B,777,2008,Division,,New Comparative Romanticisms,30-DEC-08,10:15+11:30 a.m.,Comparative Studies in Romanticism and the Nineteenth Century,Comparative Literature,Eighteenth and Nineteenth Centuries,
D001B,604,2008,Division,,Surveillance,29-DEC-08,3:30+4:45 p.m.,Comparative Studies in Medieval Literature,Comparative Literature,Medieval and Renaissance,
D002C,715,2008,Division,,Early Modern Mediterranean Worlds,29-DEC-08,9:00+10:15 p.m.,Comparative Studies in Renaissance and Baroque Literature,Comparative Literature,Medieval and Renaissance,
A003A,714,2008,Allied Organization,,Translating Classics to and from Yiddish,29-DEC-08,9:00+10:15 p.m.,American Association of Professors of Yiddish,Other Literatures,Jewish,
G015,217,2008,Discussion Group,,The Space and Borders of Hebrew Literature and Film,28-DEC-08,10:15+11:30 a.m.,Hebrew Literature,Other Literatures,Jewish,
G048,308,2008,Discussion Group,,Yiddish and the City,28-DEC-08,1:45+3:00 p.m.,Yiddish Literature,Other Literatures,Jewish,
G033,577,2008,Discussion Group,,"One Never Speaks One Language: Language, Dialect, and Idiom in Occitan",29-DEC-08,1:45+3:00 p.m.,Provençal Language and Literature,Other Literatures,Provençal,
S058,776,2008,Special Session,,Another Job Market: Rewarding Careers in Independent High Schools,30-DEC-08,10:15+11:30 a.m.,,,,
S145,790,2008,Special Session,,Affirmative Activism in English and Modern Languages,30-DEC-08,12:00 noon+1:15 p.m.,,,,
G003,259,2008,Discussion Group,,Nation and Its Discontents,28-DEC-08,12:00 noon+1:15 p.m.,Arthurian Literature,British Literature,Old and Middle English,
G034,576,2008,Discussion Group,,The Future of Puerto Rican Studies,29-DEC-08,1:45+3:00 p.m.,Puerto Rican Literature and Culture,American Literature,General/Hispanic and Chicano,
S762,494,2008,Special Session,,Disclaiming Shakespeare: Shakespeare's Liabilities in the New Millennium,29-DEC-08,10:15+11:30 a.m.,,,,
D052C,568,2008,Division,,Current Research in Sixteenth-Century French Literature,29-DEC-08,1:45+3:00 p.m.,Sixteenth-Century French Literature,French Literature,Medieval and Renaissance,
W002B,616,2008,Forum Linked Session,,The Responsbility of the Poet: Grace Paley Writing Social Change,29-DEC-08,3:30+4:45 p.m.,,,,
F002,289,2008,Forum,,Grace Paley Writing the World: Literature and Legacy,28-DEC-08,1:45+3:30 p.m.,,,,
W002A,508,2008,Forum Linked Session,,The Story Hearer: Grace Paley's Poetry and Prose,29-DEC-08,10:15+11:30 a.m.,,,,
D083A,695,2008,Division,,Literary Experimentalism in East Asia,29-DEC-08,7:15+8:30 p.m.,,,,
M020D,210,2008,MLA Organization,,Assessing the Present Foreign Language Major and Bold Strategies to Improve It,28-DEC-08,10:15+11:30 a.m.,Office of Foreign Language Programs,The Teaching of Language and Literature,Foreign Languages,
M022C,724,2008,MLA Organization,,E-Criticism: New Critical Methods and Modalities,29-DEC-08,9:00+10:15 p.m.,Committee on Information Technology,General Literature,"Electronic Technology (Teaching, Research, and Theory)",
D001A,157,2008,Division,,Global Medieval Literature,27-DEC-08,8:45+10:00 p.m.,Comparative Studies in Medieval Literature,Comparative Literature,Medieval and Renaissance,
M001B,166,2008,MLA Organization,,Teaching in the Small College English Department,28-DEC-08,8:30+9:45 a.m.,Association of Departments of English,The Profession,English and American,
D052A,803,2008,Division,,Editing and Translating Early Modern French Texts,30-DEC-08,12:00 noon+1:15 p.m.,Sixteenth-Century French Literature,French Literature,Medieval and Renaissance,
M002A,2,2008,MLA Organization,,A Preconvention Workshop for Members of Search Committees,27-DEC-08,3:00+5:00 p.m.,Association of Departments of Foreign Languages,The Profession,Foreign Languages,
M034A,478,2008,MLA Organization,,The Report of the ADE Ad Hoc Committee on Staffing: A Roundtable,29-DEC-08,10:15+11:30 a.m.,,,,
B002A,467,2008,Affliate Organization,,Clare and His Circle,29-DEC-08,8:30+9:45 a.m.,John Clare Society of North America,British Literature,Nineteenth Century/Romantics,
M037B,209,2008,MLA Organization,,Disability in Context: Personalizing the Profession,28-DEC-08,10:15+11:30 a.m.,Committee on Disability Issues in the Profession,The Profession,General,
D079A,466,2008,Division,,Italian Genre Cinema,29-DEC-08,8:30+9:45 a.m.,,,,
D032A,428,2008,Division,,Is Biography Modernist?,28-DEC-08,7:15+8:30 p.m.,Twentieth-Century English Literature,British Literature,Twentieth Century,
G029,575,2008,Discussion Group,,"Mises en scène, mises en forme",29-DEC-08,1:45+3:00 p.m.,Opera as a Literary and Dramatic Form,General Literature,"Literature and Other Arts, Humanities, Law, Psychology, Science, and Sociology",
A092A,95,2008,Allied Organization,,Anonymous Was a Woman? Gender in Medieval Anonymous Texts,27-DEC-08,5:15+6:30 p.m.,Society for Medieval Feminist Scholarship,Comparative Literature,Medieval and Renaissance,
A092B,574,2008,Allied Organization,,Women Translators and Translating Women in the Middle Ages,29-DEC-08,1:45+3:00 p.m.,Society for Medieval Feminist Scholarship,Comparative Literature,Medieval and Renaissance,
B001A,531,2008,Affliate Organization,,"A Fiction, Poetry, and Nonfiction Reading",29-DEC-08,12:00 noon+1:15 p.m.,,,,
D070C,465,2008,Division,,Net.art and Electronic Literature,29-DEC-08,8:30+9:45 a.m.,Twentieth-Century Spanish Literature,Spanish Literature,Twentieth Century,
A093A,254,2008,Allied Organization,,Women and Political Writing in Early Modern Europe,28-DEC-08,12:00 noon+1:15 p.m.,Society for the Study of Early Modern Women,Comparative Literature,General/Feminist,
D017A,740,2008,Division,,Theorizing Early American Literature,30-DEC-08,8:30+9:45 a.m.,American Literature to 1800,American Literature,Before 1900,
G017,197,2008,Discussion Group,,"Language, Literature, and the Politics of Area Studies",28-DEC-08,8:30+9:45 a.m.,Interdisciplinary Approaches to Culture and Society,General Literature,Literary Relations,
A108A,632,2008,Allied Organization,,"Postcards from Brazil: Performing Race, Poverty, and Gender",29-DEC-08,3:30+4:45 p.m.,,,,
